"FileName","FullPath","RootCategory","ProbableRole","SizeBytes","LastWrite"
"Microsoft.Build.Tasks.v4.0.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.Build.Tasks.v4.0.dll","client","unknown","174080","2026-02-05 21:43"
"Microsoft.Build.Utilities.v4.0.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.Build.Utilities.v4.0.dll","client","unknown","56320","2026-02-05 21:43"
"Microsoft.CodeAnalysis.CSharp.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CodeAnalysis.CSharp.dll","client","unknown","5218168","2026-02-05 21:43"
"Microsoft.CodeAnalysis.CSharp.Scripting.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CodeAnalysis.CSharp.Scripting.dll","client","unknown","31096","2026-02-05 21:43"
"Microsoft.CodeAnalysis.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CodeAnalysis.dll","client","unknown","2496376","2026-02-05 21:43"
"Microsoft.CodeAnalysis.Scripting.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CodeAnalysis.Scripting.dll","client","unknown","133496","2026-02-05 21:43"
"Microsoft.CodeAnalysis.VisualBasic.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CodeAnalysis.VisualBasic.dll","client","unknown","5171576","2026-02-05 21:43"
"Microsoft.CSharp.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.CSharp.dll","client","unknown","300544","2026-02-05 21:43"
"Microsoft.VisualBasic.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.VisualBasic.dll","client","unknown","350720","2026-02-05 21:43"
"Microsoft.VisualC.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.VisualC.dll","client","unknown","11264","2026-02-05 21:43"
"Microsoft.Web.Infrastructure.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Microsoft.Web.Infrastructure.dll","client","unknown","16896","2026-02-05 21:43"
"Mono.Btls.Interface.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Btls.Interface.dll","client","unknown","22528","2026-02-05 21:43"
"Mono.Cairo.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Cairo.dll","client","unknown","62464","2026-02-05 21:43"
"Mono.Cecil.VB.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Cecil.VB.dll","client","unknown","321536","2026-02-05 21:43"
"Mono.Cecil.VB.Mdb.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Cecil.VB.Mdb.dll","client","unknown","45568","2026-02-05 21:43"
"Mono.Cecil.VB.Pdb.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Cecil.VB.Pdb.dll","client","unknown","84480","2026-02-05 21:43"
"Mono.CodeContracts.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.CodeContracts.dll","client","unknown","660992","2026-02-05 21:43"
"Mono.CompilerServices.SymbolWriter.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.CompilerServices.SymbolWriter.dll","client","unknown","44032","2026-02-05 21:43"
"Mono.CSharp.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.CSharp.dll","client","unknown","1354752","2026-02-05 21:43"
"Mono.Data.Sqlite.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Data.Sqlite.dll","client","unknown","166912","2026-02-05 21:43"
"Mono.Data.Tds.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Data.Tds.dll","client","unknown","100352","2026-02-05 21:43"
"Mono.Debugger.Soft.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Debugger.Soft.dll","client","unknown","160256","2026-02-05 21:43"
"Mono.Http.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Http.dll","client","unknown","27136","2026-02-05 21:43"
"Mono.Management.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Management.dll","client","unknown","13312","2026-02-05 21:43"
"Mono.Messaging.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Messaging.dll","client","unknown","34816","2026-02-05 21:43"
"Mono.Messaging.RabbitMQ.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Messaging.RabbitMQ.dll","client","unknown","34816","2026-02-05 21:43"
"Mono.Parallel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Parallel.dll","client","unknown","29696","2026-02-05 21:43"
"Mono.Posix.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Posix.dll","client","unknown","212480","2026-02-05 21:43"
"Mono.Profiler.Log.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Profiler.Log.dll","client","unknown","70144","2026-02-05 21:43"
"Mono.Security.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Security.dll","client","unknown","314368","2026-02-05 21:43"
"Mono.Security.Win32.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Security.Win32.dll","client","unknown","18432","2026-02-05 21:43"
"Mono.Simd.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Simd.dll","client","unknown","67072","2026-02-05 21:43"
"Mono.Tasklets.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.Tasklets.dll","client","unknown","11264","2026-02-05 21:43"
"Mono.WebBrowser.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.WebBrowser.dll","client","unknown","166912","2026-02-05 21:43"
"Mono.WebServer2.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.WebServer2.dll","client","unknown","94720","2026-02-05 21:43"
"Mono.XBuild.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Mono.XBuild.Tasks.dll","client","unknown","36864","2026-02-05 21:43"
"mscorlib.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\mscorlib.dll","client","unknown","4621312","2026-02-05 21:43"
"Novell.Directory.Ldap.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\Novell.Directory.Ldap.dll","client","unknown","246272","2026-02-05 21:43"
"PEAPI.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\PEAPI.dll","client","unknown","100352","2026-02-05 21:43"
"RabbitMQ.Client.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\RabbitMQ.Client.dll","client","unknown","464896","2026-02-05 21:43"
"SMDiagnostics.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\SMDiagnostics.dll","client","unknown","38912","2026-02-05 21:43"
"System.Collections.Immutable.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Collections.Immutable.dll","client","unknown","302216","2026-02-05 21:43"
"System.ComponentModel.Composition.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ComponentModel.Composition.dll","client","unknown","258560","2026-02-05 21:43"
"System.ComponentModel.DataAnnotations.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ComponentModel.DataAnnotations.dll","client","unknown","84992","2026-02-05 21:43"
"System.Configuration.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Configuration.dll","client","unknown","122880","2026-02-05 21:43"
"System.Configuration.Install.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Configuration.Install.dll","client","unknown","24064","2026-02-05 21:43"
"System.Core.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Core.dll","client","unknown","1084416","2026-02-05 21:43"
"System.Data.DataSetExtensions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.DataSetExtensions.dll","client","unknown","29696","2026-02-05 21:43"
"System.Data.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.dll","client","unknown","2125824","2026-02-05 21:43"
"System.Data.Entity.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.Entity.dll","client","unknown","3338240","2026-02-05 21:43"
"System.Data.Linq.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.Linq.dll","client","unknown","652800","2026-02-05 21:43"
"System.Data.OracleClient.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.OracleClient.dll","client","unknown","173056","2026-02-05 21:43"
"System.Data.Services.Client.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.Services.Client.dll","client","unknown","418816","2026-02-05 21:43"
"System.Data.Services.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Data.Services.dll","client","unknown","56320","2026-02-05 21:43"
"System.Deployment.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Deployment.dll","client","unknown","11264","2026-02-05 21:43"
"System.Design.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Design.dll","client","unknown","274944","2026-02-05 21:43"
"System.DirectoryServices.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.DirectoryServices.dll","client","unknown","94208","2026-02-05 21:43"
"System.DirectoryServices.Protocols.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.DirectoryServices.Protocols.dll","client","unknown","61952","2026-02-05 21:43"
"System.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.dll","client","unknown","2606080","2026-02-05 21:43"
"System.Drawing.Design.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Drawing.Design.dll","client","unknown","30720","2026-02-05 21:43"
"System.Drawing.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Drawing.dll","client","unknown","491008","2026-02-05 21:43"
"System.Dynamic.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Dynamic.dll","client","unknown","87040","2026-02-05 21:43"
"System.EnterpriseServices.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.EnterpriseServices.dll","client","unknown","46592","2026-02-05 21:43"
"System.IdentityModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.IdentityModel.dll","client","unknown","139776","2026-02-05 21:43"
"System.IdentityModel.Selectors.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.IdentityModel.Selectors.dll","client","unknown","17408","2026-02-05 21:43"
"System.IO.Compression.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.IO.Compression.dll","client","unknown","115200","2026-02-05 21:43"
"System.IO.Compression.FileSystem.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.IO.Compression.FileSystem.dll","client","unknown","18432","2026-02-05 21:43"
"System.Json.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Json.dll","client","unknown","32768","2026-02-05 21:43"
"System.Json.Microsoft.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Json.Microsoft.dll","client","unknown","54784","2026-02-05 21:43"
"System.Management.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Management.dll","client","unknown","49152","2026-02-05 21:43"
"System.Memory.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Memory.dll","client","unknown","148760","2026-02-05 21:43"
"System.Messaging.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Messaging.dll","client","unknown","75776","2026-02-05 21:43"
"System.Net.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Net.dll","client","unknown","13312","2026-02-05 21:43"
"System.Net.Http.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Net.Http.dll","client","unknown","121856","2026-02-05 21:43"
"System.Net.Http.Formatting.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Net.Http.Formatting.dll","client","unknown","518656","2026-02-05 21:43"
"System.Net.Http.WebRequest.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Net.Http.WebRequest.dll","client","unknown","27136","2026-02-05 21:43"
"System.Numerics.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Numerics.dll","client","unknown","119808","2026-02-05 21:43"
"System.Numerics.Vectors.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Numerics.Vectors.dll","client","unknown","12288","2026-02-05 21:43"
"System.Reactive.Core.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Core.dll","client","unknown","95744","2026-02-05 21:43"
"System.Reactive.Debugger.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Debugger.dll","client","unknown","5120","2026-02-05 21:43"
"System.Reactive.Experimental.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Experimental.dll","client","unknown","28672","2026-02-05 21:43"
"System.Reactive.Interfaces.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Interfaces.dll","client","unknown","7680","2026-02-05 21:43"
"System.Reactive.Linq.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Linq.dll","client","unknown","683008","2026-02-05 21:43"
"System.Reactive.Observable.Aliases.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Observable.Aliases.dll","client","unknown","9728","2026-02-05 21:43"
"System.Reactive.PlatformServices.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.PlatformServices.dll","client","unknown","22528","2026-02-05 21:43"
"System.Reactive.Providers.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Providers.dll","client","unknown","243200","2026-02-05 21:43"
"System.Reactive.Runtime.Remoting.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Runtime.Remoting.dll","client","unknown","9216","2026-02-05 21:43"
"System.Reactive.Windows.Forms.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Windows.Forms.dll","client","unknown","9728","2026-02-05 21:43"
"System.Reactive.Windows.Threading.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reactive.Windows.Threading.dll","client","unknown","12800","2026-02-05 21:43"
"System.Reflection.Context.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reflection.Context.dll","client","unknown","13312","2026-02-05 21:43"
"System.Reflection.Metadata.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Reflection.Metadata.dll","client","unknown","576144","2026-02-05 21:43"
"System.Runtime.Caching.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.Caching.dll","client","unknown","72192","2026-02-05 21:43"
"System.Runtime.CompilerServices.Unsafe.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.CompilerServices.Unsafe.dll","client","unknown","23600","2026-02-05 21:43"
"System.Runtime.DurableInstancing.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.DurableInstancing.dll","client","unknown","107008","2026-02-05 21:43"
"System.Runtime.Remoting.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.Remoting.dll","client","unknown","119808","2026-02-05 21:43"
"System.Runtime.Serialization.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.Serialization.dll","client","unknown","934400","2026-02-05 21:43"
"System.Runtime.Serialization.Formatters.Soap.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Runtime.Serialization.Formatters.Soap.dll","client","unknown","38912","2026-02-05 21:43"
"System.Security.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Security.dll","client","unknown","312832","2026-02-05 21:43"
"System.ServiceModel.Activation.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.Activation.dll","client","unknown","13312","2026-02-05 21:43"
"System.ServiceModel.Discovery.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.Discovery.dll","client","unknown","141312","2026-02-05 21:43"
"System.ServiceModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.dll","client","unknown","1427456","2026-02-05 21:43"
"System.ServiceModel.Internals.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.Internals.dll","client","unknown","215040","2026-02-05 21:43"
"System.ServiceModel.Routing.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.Routing.dll","client","unknown","37376","2026-02-05 21:43"
"System.ServiceModel.Web.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceModel.Web.dll","client","unknown","79360","2026-02-05 21:43"
"System.ServiceProcess.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.ServiceProcess.dll","client","unknown","47104","2026-02-05 21:43"
"System.Threading.Tasks.Dataflow.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Threading.Tasks.Dataflow.dll","client","unknown","169472","2026-02-05 21:43"
"System.Threading.Tasks.Extensions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Threading.Tasks.Extensions.dll","client","unknown","33048","2026-02-05 21:43"
"System.Transactions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Transactions.dll","client","unknown","34304","2026-02-05 21:43"
"System.Web.Abstractions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Abstractions.dll","client","unknown","12800","2026-02-05 21:43"
"System.Web.ApplicationServices.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.ApplicationServices.dll","client","unknown","33792","2026-02-05 21:43"
"System.Web.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.dll","client","unknown","3031552","2026-02-05 21:43"
"System.Web.DynamicData.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.DynamicData.dll","client","unknown","69120","2026-02-05 21:43"
"System.Web.Extensions.Design.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Extensions.Design.dll","client","unknown","15360","2026-02-05 21:43"
"System.Web.Extensions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Extensions.dll","client","unknown","746496","2026-02-05 21:43"
"System.Web.Http.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Http.dll","client","unknown","326144","2026-02-05 21:43"
"System.Web.Http.SelfHost.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Http.SelfHost.dll","client","unknown","88064","2026-02-05 21:43"
"System.Web.Http.WebHost.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Http.WebHost.dll","client","unknown","56832","2026-02-05 21:43"
"System.Web.Mobile.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Mobile.dll","client","unknown","11264","2026-02-05 21:43"
"System.Web.Mvc.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\4.5\System.Web.Mvc.dll","client","unknown","419840","2026-02-05 21:43"
