"FileName","FullPath","RootCategory","ProbableRole","SizeBytes","LastWrite"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\es\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\fr\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\it\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\ja\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15736","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\ko\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\pl\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\pt-BR\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\ru\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15736","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\tr\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\zh-Hans\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"Microsoft.DotNet.MSBuildSdkResolver.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\SdkResolvers\Microsoft.DotNet.MSBuildSdkResolver\zh-Hant\Microsoft.DotNet.MSBuildSdkResolver.resources.dll","client","unknown","15224","2026-02-05 21:43"
"ILLink.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\ILLink.Tasks\tools\net472\ILLink.Tasks.dll","client","unknown","39800","2026-02-05 21:43"
"Mono.Cecil.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\ILLink.Tasks\tools\net472\Mono.Cecil.dll","client","unknown","352144","2026-02-05 21:43"
"System.Collections.Immutable.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\ILLink.Tasks\tools\net472\System.Collections.Immutable.dll","client","unknown","180624","2026-02-05 21:43"
"System.Reflection.Metadata.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\ILLink.Tasks\tools\net472\System.Reflection.Metadata.dll","client","unknown","451976","2026-02-05 21:43"
"Microsoft.DotNet.PlatformAbstractions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\Microsoft.DotNet.PlatformAbstractions.dll","client","unknown","24600","2026-02-05 21:43"
"Microsoft.Extensions.DependencyModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\Microsoft.Extensions.DependencyModel.dll","client","unknown","62488","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\Microsoft.NET.Build.Tasks.dll","client","unknown","277368","2026-02-05 21:43"
"Microsoft.NET.HostModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\Microsoft.NET.HostModel.dll","client","unknown","35704","2026-02-05 21:43"
"Newtonsoft.Json.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\Newtonsoft.Json.dll","client","unknown","535440","2026-02-05 21:43"
"NuGet.Common.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Common.dll","client","unknown","93560","2026-02-05 21:43"
"NuGet.Configuration.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Configuration.dll","client","unknown","126328","2026-02-05 21:43"
"NuGet.DependencyResolver.Core.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.DependencyResolver.Core.dll","client","unknown","65912","2026-02-05 21:43"
"NuGet.Frameworks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Frameworks.dll","client","unknown","101752","2026-02-05 21:43"
"NuGet.LibraryModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.LibraryModel.dll","client","unknown","41848","2026-02-05 21:43"
"NuGet.Packaging.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Packaging.dll","client","unknown","624504","2026-02-05 21:43"
"NuGet.ProjectModel.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.ProjectModel.dll","client","unknown","160120","2026-02-05 21:43"
"NuGet.Protocol.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Protocol.dll","client","unknown","693624","2026-02-05 21:43"
"NuGet.Versioning.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\NuGet.Versioning.dll","client","unknown","45432","2026-02-05 21:43"
"System.Collections.Immutable.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\System.Collections.Immutable.dll","client","unknown","180624","2026-02-05 21:43"
"System.Reflection.Metadata.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\System.Reflection.Metadata.dll","client","unknown","451976","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\cs\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","36728","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\de\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","38264","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\es\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","37752","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\fr\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","38776","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\it\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","38264","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\ja\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","41848","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\ko\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","39288","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\pl\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","39288","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\pt-BR\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","37240","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\ru\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","45944","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\zh-Hans\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","34680","2026-02-05 21:43"
"Microsoft.NET.Build.Tasks.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk\tools\net472\zh-Hant\Microsoft.NET.Build.Tasks.resources.dll","client","unknown","34680","2026-02-05 21:43"
"Microsoft.NET.Sdk.Publish.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Publish\tools\net46\Microsoft.NET.Sdk.Publish.Tasks.dll","client","unknown","255352","2026-02-05 21:43"
"Microsoft.Web.Delegation.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Publish\tools\net46\Microsoft.Web.Delegation.dll","client","unknown","122232","2026-02-05 21:43"
"Microsoft.Web.Deployment.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Publish\tools\net46\Microsoft.Web.Deployment.dll","client","unknown","1580408","2026-02-05 21:43"
"Microsoft.Web.XmlTransform.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Publish\tools\net46\Microsoft.Web.XmlTransform.dll","client","unknown","80760","2026-02-05 21:43"
"Microsoft.AspNetCore.Mvc.Razor.Extensions.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Razor\extensions\mvc-3-0\Microsoft.AspNetCore.Mvc.Razor.Extensions.dll","client","unknown","79736","2026-02-05 21:43"
"Microsoft.NET.Sdk.Razor.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Razor\tasks\net46\Microsoft.NET.Sdk.Razor.Tasks.dll","client","unknown","82296","2026-02-05 21:43"
"System.Collections.Immutable.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Razor\tasks\net46\System.Collections.Immutable.dll","client","unknown","181624","2026-02-05 21:43"
"System.Reflection.Metadata.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Razor\tasks\net46\System.Reflection.Metadata.dll","client","unknown","463224","2026-02-05 21:43"
"Microsoft.AspNetCore.Analyzers.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Web\analyzers\cs\Microsoft.AspNetCore.Analyzers.dll","client","unknown","37752","2026-02-05 21:43"
"Microsoft.AspNetCore.Components.Analyzers.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Web\analyzers\cs\Microsoft.AspNetCore.Components.Analyzers.dll","client","unknown","42360","2026-02-05 21:43"
"Microsoft.AspNetCore.Mvc.Analyzers.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Web\analyzers\cs\Microsoft.AspNetCore.Mvc.Analyzers.dll","client","unknown","47480","2026-02-05 21:43"
"Microsoft.AspNetCore.Mvc.Api.Analyzers.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Microsoft.NET.Sdk.Web\analyzers\cs\Microsoft.AspNetCore.Mvc.Api.Analyzers.dll","client","unknown","64376","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\NuGet.Build.Tasks.Pack.dll","client","unknown","3115384","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\cs\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","132984","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\de\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","138616","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\es\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","136568","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\fr\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","139128","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\it\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","138616","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\ja\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","153464","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\pl\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","139128","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\pt-BR\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","135032","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\ru\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","167288","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\tr\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","132472","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\zh-Hans\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","121720","2026-02-05 21:43"
"NuGet.Build.Tasks.Pack.resources.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\NuGet.Build.Tasks.Pack\Desktop\zh-Hant\NuGet.Build.Tasks.Pack.resources.dll","client","unknown","122232","2026-02-05 21:43"
"Ionic.Zip.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Ionic.Zip.dll","client","unknown","462336","2026-02-05 21:43"
"Merq.Async.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Merq.Async.dll","client","unknown","7680","2026-02-05 21:43"
"Merq.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Merq.dll","client","unknown","8192","2026-02-05 21:43"
"Newtonsoft.Json.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Newtonsoft.Json.dll","client","unknown","522752","2026-02-05 21:43"
"Renci.SshNet.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Renci.SshNet.dll","client","unknown","408064","2026-02-05 21:43"
"System.Diagnostics.Tracer.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Diagnostics.Tracer.dll","client","unknown","19968","2026-02-05 21:43"
"System.Net.Mqtt.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Net.Mqtt.dll","client","unknown","129536","2026-02-05 21:43"
"System.Net.Mqtt.Server.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Net.Mqtt.Server.dll","client","unknown","71168","2026-02-05 21:43"
"System.Net.Sockets.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Net.Sockets.dll","client","unknown","46288","2026-02-05 21:43"
"System.Reactive.Core.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Reactive.Core.dll","client","unknown","113920","2026-02-05 21:43"
"System.Reactive.Interfaces.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Reactive.Interfaces.dll","client","unknown","22784","2026-02-05 21:43"
"System.Reactive.Linq.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Reactive.Linq.dll","client","unknown","709376","2026-02-05 21:43"
"System.Reactive.PlatformServices.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Reactive.PlatformServices.dll","client","unknown","38144","2026-02-05 21:43"
"System.Reactive.Windows.Threading.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Reactive.Windows.Threading.dll","client","unknown","28416","2026-02-05 21:43"
"System.Runtime.Serialization.Primitives.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\System.Runtime.Serialization.Primitives.dll","client","unknown","26912","2026-02-05 21:43"
"Xamarin.IoT.Core.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Xamarin.IoT.Core.dll","client","unknown","64000","2026-02-05 21:43"
"Xamarin.IoT.Tasks.dll","C:\Program Files (x86)\Steam\steamapps\common\Mount & Blade II Bannerlord\bin\Win64_Shipping_Client\mono\lib\mono\msbuild\Current\bin\Sdks\Xamarin.IoT.Sdk\build\Xamarin.IoT.Tasks.dll","client","unknown","17920","2026-02-05 21:43"
